"id","dishSoapNoPrice","dishSoapWithPrice","coffeeNoPrice","coffeeWithPrice","handSoapNoPrice","handSoapWithPrice","toiletPaperNoPrice","toiletPaperWithPrice","laundryNoPrice","laundryWithPrice","cleaningSprayNoPrice","cleaningSprayWithPrice","juiceNoPrice","juiceWithPrice","riceNoPrice","riceWithPrice","toothpasteNoPrice","toothpasteWithPrice","willingToPayPremium","howMuchPremium","dishSoapPriceDifference","coffeePriceDifference","handSoapPriceDifference","toiletPaperPriceDifference","laundryPriceDifference","cleaningSprayPriceDifference","juicePriceDifference","ricePriceDifference","toothpastePriceDifference"
"h5dxemm7nnchxw9mh5dxewdw8icvg06p",2.09,0.61,8.51,8.51,6.3,0.77,0.81,0.66,9.31,3.25,3.85,3.85,2.23,2.23,2.54,2.54,0.66,0.66,1,"50p-£1",1.48,0,5.53,0.15,6.06,0,0,0,0
"2emgqi1q2u4og93olq2emgqaagoilh4t",2.63,0.61,7.89,8.51,0.77,0.77,0.64,0.64,9.31,9.31,2.24,2.24,2.77,2.77,4.31,2,3.09,3.09,0,"£1-£2",2.02,-0.62,0,0,0,0,0,2.31,0
"ze0idt3us1wumj647so7eaze0idt3rew",2.63,2.09,6.96,7.89,2.71,2.71,0.66,0.66,10.09,9.31,3.1,2.32,4.62,4.62,4.31,3.85,0.66,0.66,1,"10p-50p",0.54,-0.93,0,0,0.779999999999999,0.78,0,0.46,0
"qwkl6zbv0ft04yefqwkl6zbvxf1l1vn5",2.09,2.09,6.96,6.96,0.77,0.77,0.81,0.81,9.31,9.31,2.24,2.24,3.23,3.23,2.54,2.54,3.09,3.09,0,"10p-50p",0,0,0,0,0,0,0,0,0
"nt4zjofpfptv6114ib2iint4zjofpn21",2.09,2.09,8.51,4.64,0.77,0.77,0.81,0.81,9.31,3.25,3.1,3.1,2.77,2.77,3.85,3.85,0.66,0.66,1,"£1-£2",0,3.87,0,0,6.06,0,0,0,0
"df6el0amp30npnkq7df6ezmke6t1bdl4",2.63,0.61,7.89,4.64,0.77,0.77,0.81,0.66,9.31,3.25,3.85,2.24,2.77,2.77,4.31,3.85,3.09,3.09,1,"£1-£2",2.02,3.25,0,0.15,6.06,1.61,0,0.46,0
"bd3nl6tgoie82ex8rs0bd3nl6yj4lycq",2.63,2.09,8.51,6.96,0.77,0.77,0.81,0.81,9.31,3.25,3.85,3.85,2.77,2.77,3.85,2,3.09,3.09,1,"£1-£2",0.54,1.55,0,0,6.06,0,0,1.85,0
"0wfb8vccco00k13x70wfb8vgw5opv0qk",2.63,2.09,6.96,6.96,0.77,0.77,0.81,0.81,10.09,9.31,2.24,2.24,2.77,2.77,3.85,2,3.09,3.09,0,"10p-50p",0.54,0,0,0,0.779999999999999,0,0,1.85,0
"pgvaihrt6q1oghkyxppgvaihr9bzj99n",2.63,2.63,6.96,6.96,2.71,2.71,0.81,0.81,3.25,3.25,2.32,2.32,4.62,4.62,3.85,3.85,3.09,3.09,1,"£1-£2",0,0,0,0,0,0,0,0,0
"e09f7hiereo1pkhze09fpxc98e5bqqh0",2.63,2.63,8.51,4.64,2.71,0.77,0.66,0.66,10.09,3.25,2.32,2.32,2.77,2.77,3.85,2,5.41,5.41,1,"£1-£2",0,3.87,1.94,0,6.84,0,0,1.85,0
"jmlrr4dsnkoqtnaejml19un7fpylijh7",2.09,0.61,7.89,7.89,0.77,0.77,0.81,0.64,3.25,3.25,3.1,3.1,2.77,2.23,2,2,3.09,3.09,1,"£2-£5",1.48,0,0,0.17,0,0,0.54,0,0
"mpvwsr2kuqn7xgfquoympvwsr2tnf8bp",2.63,2.09,7.89,7.89,2.71,2.71,0.66,0.66,10.09,9.31,2.32,2.32,2.77,2.77,2.54,2.54,3.09,3.09,1,"10p-50p",0.54,0,0,0,0.779999999999999,0,0,0,0
"249326dv7p3ste99buy249326da4wuzs",2.63,0.61,8.51,4.64,2.71,0.77,0.66,0.66,10.09,3.25,2.32,2.32,3.23,2.23,2,2,3.09,3.09,1,"50p-£1",2.02,3.87,1.94,0,6.84,0,1,0,0
"zxfg0clsxqesvjkxozzxfg0t3gcyod11",2.63,0.61,4.64,4.64,0.77,0.77,0.81,0.64,9.31,3.25,2.24,2.24,2.77,2.23,2,2,3.09,0.66,1,"50p-£1",2.02,0,0,0.17,6.06,0,0.54,0,2.43
"bxg5urf7jk5i0sbxl0if5nft5yh6xhpr",0.61,0.61,4.64,4.64,6.3,0.77,0.66,0.66,10.09,3.25,2.32,2.32,2.77,2.77,3.85,2,0.66,0.66,0,"50p-£1",0,0,5.53,0,6.84,0,0,1.85,0
"ijsa3tt6uq16zijs5hdd0js9xrna9qr9",2.09,2.09,4.64,4.64,6.3,0.77,0.64,0.64,9.31,3.25,2.24,2.24,2.77,2.23,2,2,3.09,3.09,1,"50p-£1",0,0,5.53,0,6.06,0,0.54,0,0
"65s893m3j056n01cydraf65s893joqky",2.63,0.61,7.89,4.64,6.3,0.77,0.81,0.64,3.25,3.25,2.32,2.24,3.23,2.23,4.31,2,0.66,0.66,0,"10p-50p",2.02,3.25,5.53,0.17,0,0.0799999999999996,1,2.31,0
"4nujc8dz6vstmtk7bf0abttwbb4nujc8",2.09,0.61,8.51,4.64,0.77,0.77,0.81,0.81,9.31,3.25,2.24,2.24,2.77,2.77,2.54,2.54,3.09,3.09,1,"£1-£2",1.48,3.87,0,0,6.06,0,0,0,0
"g61ptcuz65rl9o8pqf4xgg61ptcdn0rm",2.09,2.09,8.51,8.51,0.77,0.77,0.81,0.81,9.31,3.25,2.24,2.24,2.77,2.77,3.85,2,3.09,3.09,1,"£2-£5",0,0,0,0,6.06,0,0,1.85,0
"sj408kejuu5hvmkepkvi2b1wsj408klz",2.09,0.61,7.89,4.64,0.77,0.77,0.81,0.81,9.31,3.25,2.24,2.24,3.23,3.23,2,2,3.09,3.09,1,"50p-£1",1.48,3.25,0,0,6.06,0,0,0,0
"cb05mmtsz2fv0egwja6lcb056bo31rld",2.63,2.09,8.51,4.64,0.77,0.77,0.81,0.81,10.09,9.31,3.1,2.32,3.23,2.23,2,2,0.66,0.66,1,"£1-£2",0.54,3.87,0,0,0.779999999999999,0.78,1,0,0
"feoccot6q8t51rcmfeocx26o231z5cte",2.09,0.61,6.96,4.64,0.77,0.77,0.81,0.81,10.09,3.25,2.32,2.24,2.77,2.23,2,2,3.09,0.66,1,"10p-50p",1.48,2.32,0,0,6.84,0.0799999999999996,0.54,0,2.43
"ys8ayq1m5hkhi6e6prg2ezys8ayq1mr2",2.63,2.09,7.89,7.89,2.71,0.77,0.81,0.81,3.25,3.25,3.1,2.24,2.77,2.77,3.85,2,0.66,0.66,1,"I would not be willing to pay extra",0.54,0,1.94,0,0,0.86,0,1.85,0
"zoh259q5lw797nrz88wrazoh259m5llm",2.63,2.09,6.96,6.96,0.77,0.77,0.66,0.66,10.09,10.09,2.32,2.32,2.77,2.77,2.54,2,0.66,0.66,1,"£2-£5",0.54,0,0,0,0,0,0,0.54,0
"ul0l3r6x2m6qpiul0ldcgixg2dqhu39x",2.63,0.61,8.51,4.64,6.3,0.77,0.81,0.81,9.31,3.25,3.85,3.1,4.62,2.23,3.85,3.85,3.09,3.09,0,"£1-£2",2.02,3.87,5.53,0,6.06,0.75,2.39,0,0
"awbw90cnjc20nrdhy04ehlqlaawbw90c",2.09,0.61,8.51,8.51,0.77,0.77,0.81,0.64,10.09,3.25,2.24,2.24,2.77,2.23,3.85,2,3.09,0.66,1,"50p-£1",1.48,0,0,0.17,6.84,0,0.54,1.85,2.43
"40mlo1irgt96xs8kzfeag840mlo1ir81",2.09,2.09,8.51,6.96,0.77,0.77,0.64,0.81,9.31,9.31,2.24,2.24,2.77,2.77,2.54,2.54,0.66,0.66,1,"£1-£2",0,1.55,0,-0.17,0,0,0,0,0
"gn9h0f0niwou4msk3i9gn9h0f56rit4d",2.63,0.61,6.96,4.64,2.71,0.77,0.81,0.66,3.25,3.25,2.32,2.32,2.77,2.23,3.85,2,3.09,3.09,0,"50p-£1",2.02,2.32,1.94,0.15,0,0,0.54,1.85,0
"b80ob1xv2ferhb80i7gp5sipeld2sioi",2.63,2.09,4.64,4.64,6.3,6.3,0.81,0.64,9.31,3.25,2.24,2.24,2.77,4.62,4.31,2.54,3.09,0.66,1,"50p-£1",0.54,0,0,0.17,6.06,0,-1.85,1.77,2.43
"9dhgreec8lxizdwud9dhrtsrgjmnmnzw",2.63,0.61,7.89,7.89,2.71,2.71,0.64,0.64,9.31,3.25,3.85,2.32,3.23,2.23,2,2,3.09,3.09,1,"£1-£2",2.02,0,0,0,6.06,1.53,1,0,0
"wi4ln4hsrbmhgakwwi82c5lpnvjw9rty",2.09,0.61,7.89,4.64,2.71,0.77,0.81,0.64,10.09,3.25,2.24,2.24,3.23,2.77,2,2,0.66,0.66,0,"50p-£1",1.48,3.25,1.94,0.17,6.84,0,0.46,0,0
"avhtg49ch2cxum5ovavhtn4evnp749xm",2.09,2.09,8.51,4.64,6.3,6.3,0.66,0.66,10.09,10.09,3.1,2.24,2.23,3.23,2,2,0.66,0.66,1,"50p-£1",0,3.87,0,0,0,0.86,-1,0,0
"rlg393ulvwe0pfjnnf0urlg39us70a3v",2.63,2.09,8.51,4.64,6.3,0.77,0.66,0.66,10.09,10.09,3.1,3.1,3.23,3.23,2.54,2.54,3.09,3.09,1,"50p-£1",0.54,3.87,5.53,0,0,0,0,0,0
"ube736nexfvddz7qube7koso0nsjzgw4",2.63,2.63,7.89,4.64,6.3,2.71,0.81,0.81,9.31,3.25,3.1,3.1,2.77,2.77,4.31,3.85,3.09,3.09,1,"£1-£2",0,3.25,3.59,0,6.06,0,0,0.46,0
"3kbi3cu5rff5f45utnr3kbi3v1vl4knd",2.63,2.63,8.51,6.96,0.77,0.77,0.66,0.66,3.25,9.31,2.32,2.32,2.77,4.62,2.54,2.54,5.41,3.09,1,"£1-£2",0,1.55,0,0,-6.06,0,-1.85,0,2.32
"ls710iagh4wb4ptofls71kxn1ubgxq3k",2.09,0.61,8.51,4.64,0.77,0.77,0.81,0.64,9.31,3.25,2.24,2.24,3.23,2.23,2,2,3.09,0.66,0,"I would not be willing to pay extra",1.48,3.87,0,0.17,6.06,0,1,0,2.43
"0dt2q34qij36iat9589cc0dt2q34nbe0",2.63,2.09,8.51,6.96,0.77,0.77,0.81,0.81,3.25,3.25,3.1,3.1,2.23,2.23,2,2,3.09,3.09,1,"£1-£2",0.54,1.55,0,0,0,0,0,0,0
"o0uzw39ia898nig1o0uzwspava92496u",2.09,0.61,6.96,6.96,2.71,0.77,0.81,0.81,3.25,3.25,2.24,3.1,2.23,2.23,2.54,2,0.66,3.09,0,"10p-50p",1.48,0,1.94,0,0,-0.86,0,0.54,-2.43
"am2mletl1ca2e78zog3iu58sf9am2mle",2.63,0.61,6.96,4.64,0.77,0.77,0.81,0.66,10.09,3.25,3.1,2.32,2.23,2.23,2,2,3.09,3.09,1,"50p-£1",2.02,2.32,0,0.15,6.84,0.78,0,0,0
"xmywtk2r1xggt8k5h9otxmywt9wx9nu8",2.63,2.09,7.89,4.64,6.3,0.77,0.66,0.66,9.31,9.31,3.85,3.85,2.77,2.77,4.31,4.31,3.09,5.41,0,"£5.00",0.54,3.25,5.53,0,0,0,0,0,-2.32
"yep3n1azsyeas8yyep3nenlfcmwt25en",2.63,0.61,8.51,4.64,6.3,0.77,0.81,0.81,10.09,3.25,3.85,2.32,3.23,2.23,2,2,5.41,0.66,0,"10p-50p",2.02,3.87,5.53,0,6.84,1.53,1,0,4.75
"21910l2negh8tz21910l61mp0srxkwfp",2.09,2.09,4.64,4.64,2.71,0.77,0.64,0.81,10.09,3.25,2.24,2.24,2.77,2.77,2,2,0.66,0.66,1,"10p-50p",0,0,1.94,-0.17,6.84,0,0,0,0
"knu1hhko2r08cy6knu10lhnk7szxueu1",0.61,0.61,8.51,4.64,0.77,0.77,0.66,0.66,3.25,3.25,2.24,2.24,2.77,2.23,3.85,2,0.66,0.66,0,"50p-£1",0,3.87,0,0,0,0,0.54,1.85,0
"d6xj9prkechdlxid6xugbmj6vutugfz9",2.63,0.61,8.51,6.96,0.77,0.77,0.66,0.66,10.09,3.25,2.32,2.32,3.23,2.23,2.54,2,3.09,0.66,0,"50p-£1",2.02,1.55,0,0,6.84,0,1,0.54,2.43
"nepao77oir3rxpxxxrqc5nepao77oim7",2.63,2.09,7.89,4.64,6.3,0.77,0.81,0.66,9.31,3.25,2.32,2.24,2.77,2.23,2,2,3.09,0.66,1,"10p-50p",0.54,3.25,5.53,0.15,6.06,0.0799999999999996,0.54,0,2.43
"ke0j6u6s6asxngneorke0jhdr5hhyksu",2.63,0.61,8.51,4.64,2.71,0.77,0.81,0.64,10.09,3.25,2.32,2.32,2.77,2.77,3.85,2,3.09,0.66,0,"£1-£2",2.02,3.87,1.94,0.17,6.84,0,0,1.85,2.43
"ytv40j3hdq0i4geax2jytv40jzvd3tjd",2.09,2.09,8.51,4.64,6.3,0.77,0.81,0.64,9.31,9.31,2.24,2.24,2.77,2.23,2.54,2.54,3.09,3.09,0,"10p-50p",0,3.87,5.53,0.17,0,0,0.54,0,0
"8pfbaoxxqjy94uuby8pfb0gwgwwalob8",2.63,0.61,6.96,4.64,2.71,0.77,0.81,0.81,3.25,3.25,3.1,3.1,2.77,2.77,2,2,3.09,3.09,1,"£1-£2",2.02,2.32,1.94,0,0,0,0,0,0
"s37iez1k62v5y2e78s37iez4qe7k1la9",0.61,0.61,6.96,4.64,2.71,0.77,0.66,0.66,10.09,3.25,2.32,2.32,3.23,2.23,2.54,2,5.41,0.66,1,"10p-50p",0,2.32,1.94,0,6.84,0,1,0.54,4.75
"wv7o8f0p00dwoa6dwv7o8fl30atibs52",2.09,0.61,6.96,4.64,2.71,2.71,0.66,0.64,9.31,3.25,2.32,2.24,2.77,2.23,3.85,2,3.09,3.09,1,"50p-£1",1.48,2.32,0,0.02,6.06,0.0799999999999996,0.54,1.85,0
"nmqkn5hf0qlkufkizg09aonmqtn2aivb",2.63,0.61,6.96,6.96,2.71,0.77,0.66,0.64,9.31,3.25,3.1,2.24,2.77,2.77,2.54,2,3.09,0.66,1,"50p-£1",2.02,0,1.94,0.02,6.06,0.86,0,0.54,2.43
"lj3iihr5spy57krm3alj3iihrsdccag9",2.09,0.61,8.51,4.64,0.77,0.77,0.81,0.66,3.25,3.25,2.24,2.24,2.23,2.23,3.85,2,0.66,0.66,1,"10p-50p",1.48,3.87,0,0.15,0,0,0,1.85,0
"nytrz2lo1ycp6hcrfujwwnytrz2le8hm",2.63,2.63,7.89,7.89,2.71,0.77,0.66,0.66,9.31,9.31,3.85,2.32,3.23,3.23,3.85,2,3.09,3.09,1,"£1-£2",0,0,1.94,0,0,1.53,0,1.85,0
"485udvwjgctgps5lt485udnfxof5steu",2.09,2.09,7.89,7.89,6.3,6.3,0.81,0.81,9.31,9.31,3.85,3.85,4.62,4.62,4.31,4.31,3.09,3.09,1,"10p-50p",0,0,0,0,0,0,0,0,0
"szojv1x3wlj1zrdyrekpszojv1x3xngu",2.09,0.61,7.89,4.64,0.77,0.77,0.81,0.64,3.25,3.25,3.1,2.24,2.77,2.23,2.54,2,0.66,3.09,0,"10p-50p",1.48,3.25,0,0.17,0,0.86,0.54,0.54,-2.43
"n85phjr09cv26wt7an85pdr62rxenniw",2.63,2.09,7.89,7.89,6.3,0.77,0.64,0.64,9.31,9.31,3.85,2.24,2.77,2.77,2.54,2.54,0.66,3.09,1,"£1-£2",0.54,0,5.53,0,0,1.61,0,0,-2.43
"klus5u2hcog6eqr6klusc58tf0q7c34b",2.09,2.09,6.96,4.64,6.3,0.77,0.66,0.66,10.09,3.25,2.24,2.24,2.77,2.77,2,2,3.09,3.09,1,"50p-£1",0,2.32,5.53,0,6.84,0,0,0,0
"p2fvp7wn71r0z2hp2fvp7ajlmtzp84pn",2.63,2.63,6.96,4.64,0.77,0.77,0.81,0.81,9.31,9.31,2.24,2.24,3.23,3.23,2.54,2.54,0.66,0.66,0,"I would not be willing to pay extra",0,2.32,0,0,0,0,0,0,0
"20loiotrjs2uo420ladjfizdzbmyg0dz",2.63,0.61,7.89,7.89,0.77,0.77,0.81,0.64,9.31,9.31,3.1,3.1,3.23,3.23,2,2,3.09,3.09,1,"£2-£5",2.02,0,0,0.17,0,0,0,0,0
"8wdtkq6piisy3tfcxpggm8wdtkqrgd2g",2.63,2.63,7.89,4.64,2.71,0.77,0.66,0.66,9.31,9.31,3.85,2.32,2.23,2.23,2.54,2.54,3.09,3.09,1,"£1-£2",0,3.25,1.94,0,0,1.53,0,0,0
"ryf0e2k90b8ig71x5suuryf0emxx637s",2.63,0.61,8.51,4.64,2.71,0.77,0.66,0.66,9.31,3.25,2.32,2.32,2.77,2.77,2.54,2,3.09,3.09,1,"50p-£1",2.02,3.87,1.94,0,6.06,0,0,0.54,0
"4z4k9n1dmkik31454z4k9n8h6erxf64t",2.63,0.61,8.51,4.64,0.77,0.77,0.66,0.66,10.09,9.31,3.1,3.1,2.77,2.77,3.85,2,3.09,3.09,0,"50p-£1",2.02,3.87,0,0,0.779999999999999,0,0,1.85,0
"5ek870p30z58ylpopc36uh5ek870p7x5",2.63,2.63,7.89,7.89,0.77,0.77,0.64,0.64,10.09,10.09,2.24,2.24,2.77,2.77,2.54,2.54,3.09,3.09,1,"£2-£5",0,0,0,0,0,0,0,0,0
"554wut7f4gegn8h7ic554wutm9feymqv",2.63,0.61,7.89,4.64,6.3,0.77,0.66,0.64,9.31,9.31,2.24,2.24,2.77,2.77,2,2,5.41,0.66,1,"£1-£2",2.02,3.25,5.53,0.02,0,0,0,0,4.75
"5ag656cjz0a0m9ajlev165ag65f0eh6z",2.63,0.61,8.51,4.64,6.3,0.77,0.81,0.64,10.09,3.25,2.32,2.32,3.23,2.77,3.85,2,0.66,0.66,0,"10p-50p",2.02,3.87,5.53,0.17,6.84,0,0.46,1.85,0
"la57lrjrgcngf0ela575mkbzud79r9a1",2.09,2.09,6.96,6.96,2.71,0.77,0.81,0.66,3.25,3.25,3.85,2.24,2.77,2.23,2.54,2.54,5.41,0.66,1,"50p-£1",0,0,1.94,0.15,0,1.61,0.54,0,4.75
"megpmi4gcwf2megop0n5w3e7ltbp0vge",2.63,0.61,7.89,4.64,6.3,0.77,0.66,0.66,10.09,3.25,2.32,2.24,4.62,4.62,2,2,3.09,3.09,0,"50p-£1",2.02,3.25,5.53,0,6.84,0.0799999999999996,0,0,0
"l0e790jtk43e5il0e77y23bfixu9gbcx",2.63,0.61,6.96,4.64,0.77,0.77,0.66,0.66,10.09,3.25,2.24,2.24,2.23,2.23,2,2,0.66,0.66,0,"50p-£1",2.02,2.32,0,0,6.84,0,0,0,0
"1f4z395kaj1z128hp1f4z37omf92h4am",2.09,0.61,8.51,6.96,2.71,2.71,0.81,0.81,3.25,3.25,3.85,3.85,4.62,3.23,2,2,3.09,3.09,1,"50p-£1",1.48,1.55,0,0,0,0,1.39,0,0
"wivnns4iay0xlrwioc4tlbotjn8hoc4d",2.63,2.09,7.89,4.64,2.71,0.77,0.66,0.66,3.25,3.25,3.85,2.32,2.77,2.77,4.31,2,3.09,5.41,0,"50p-£1",0.54,3.25,1.94,0,0,1.53,0,2.31,-2.32
"1u07cuc0ow2c0u2z32fkaxol1u07cuc4",2.09,0.61,7.89,7.89,6.3,2.71,0.81,0.66,10.09,3.25,2.24,2.24,2.23,2.23,3.85,2,0.66,0.66,0,"50p-£1",1.48,0,3.59,0.15,6.84,0,0,1.85,0
"wcsvzjirxakz200fc0ozr0wcsvzjirp5",2.63,2.63,8.51,8.51,0.77,0.77,0.81,0.81,9.31,9.31,2.32,2.32,2.77,2.77,2.54,2.54,5.41,3.09,1,"£1-£2",0,0,0,0,0,0,0,0,2.32
"44dnubh8g044ydunuo3plwawj5ydunuo",2.09,2.09,4.64,4.64,0.77,0.77,0.81,0.81,10.09,3.25,3.1,2.24,2.77,2.23,3.85,2,3.09,3.09,0,"10p-50p",0,0,0,0,6.84,0.86,0.54,1.85,0
"wpnq0c6tznnyae2kyfwpnqipgenz5zc5",0.61,0.61,8.51,8.51,0.77,0.77,0.81,0.81,3.25,3.25,3.85,2.24,2.77,2.77,2.54,2.54,3.09,3.09,0,"10p-50p",0,0,0,0,0,1.61,0,0,0
"41jtkmiplfaroetr41jth8zgusgzf86h",2.09,2.09,7.89,7.89,6.3,2.71,0.81,0.81,10.09,3.25,2.24,2.24,2.77,2.77,4.31,2,3.09,3.09,1,"10p-50p",0,0,3.59,0,6.84,0,0,2.31,0
"cauxb5upyuto32balncauxbqw5weq08x",2.09,2.09,8.51,4.64,6.3,0.77,0.81,0.81,9.31,9.31,3.1,2.24,2.77,2.77,3.85,2,3.09,3.09,1,"50p-£1",0,3.87,5.53,0,0,0.86,0,1.85,0
"rbts4rj427m6u1lrtrbts4rgk2e99vul",2.09,0.61,8.51,4.64,0.77,0.77,0.81,0.64,3.25,3.25,2.24,2.32,2.77,2.23,3.85,2,0.66,0.66,0,"10p-50p",1.48,3.87,0,0.17,0,-0.0799999999999996,0.54,1.85,0
"f51266rvyn3eb750df51266rvw7d82st",2.63,0.61,7.89,4.64,2.71,0.77,0.81,0.64,9.31,3.25,3.85,3.85,4.62,4.62,2.54,2,0.66,0.66,1,"50p-£1",2.02,3.25,1.94,0.17,6.06,0,0,0.54,0
"0rpzs778xbnu6fg9oh5k6fzz0rpzs778",2.63,0.61,6.96,6.96,6.3,0.77,0.81,0.66,10.09,10.09,3.85,2.32,3.23,2.23,4.31,2,3.09,0.66,0,"50p-£1",2.02,0,5.53,0.15,0,1.53,1,2.31,2.43
"f5ach3c7ymjglagj4f5ach9gt8vzp5p9",2.63,0.61,6.96,6.96,2.71,0.77,0.81,0.66,10.09,3.25,3.85,2.32,3.23,3.23,2.54,2.54,5.41,3.09,1,"50p-£1",2.02,0,1.94,0.15,6.84,1.53,0,0,2.32
"53ma33ki1rd53mahdetfmcgsici0xncv",0.61,0.61,8.51,8.51,6.3,0.77,0.66,0.66,9.31,3.25,2.32,2.32,2.77,2.77,2,2,3.09,3.09,0,"50p-£1",0,0,5.53,0,6.06,0,0,0,0
"vzbmy8h3i45mwo8aerbvzbmy8qnlaehj",2.09,2.09,7.89,7.89,0.77,0.77,0.81,0.66,10.09,10.09,2.24,2.24,3.23,3.23,3.85,3.85,3.09,3.09,1,"£2-£5",0,0,0,0.15,0,0,0,0,0
"q3phjotjlipz6vp7w8gq3phqey6nxf08",0.61,0.61,7.89,4.64,6.3,0.77,0.81,0.66,10.09,3.25,2.24,2.24,2.77,2.23,2.54,2,3.09,0.66,0,"10p-50p",0,3.25,5.53,0.15,6.84,0,0.54,0.54,2.43
"qwrg92wlw9suk4qhqwrg9kalykybupxz",2.09,0.61,8.51,4.64,6.3,0.77,0.66,0.66,10.09,3.25,2.32,2.32,2.77,2.23,3.85,2,3.09,0.66,0,"10p-50p",1.48,3.87,5.53,0,6.84,0,0.54,1.85,2.43
"j8guz4wo6v1avsj8gneek3vlzfufmbtr",2.63,0.61,8.51,6.96,2.71,0.77,0.66,0.66,9.31,3.25,2.32,2.32,4.62,3.23,4.31,2,3.09,3.09,1,"£1-£2",2.02,1.55,1.94,0,6.06,0,1.39,2.31,0
"ltxatx8k230280jltxa711bldkgdnl52",2.09,2.09,8.51,4.64,0.77,0.77,0.81,0.64,3.25,3.25,3.1,2.24,3.23,3.23,3.85,2.54,3.09,0.66,1,"50p-£1",0,3.87,0,0.17,0,0.86,0,1.31,2.43
"264n6o5k4ng1j0bwx264n6km5b4xjisj",0.61,0.61,6.96,4.64,0.77,0.77,0.81,0.64,3.25,3.25,3.1,2.24,2.23,2.23,3.85,2,3.09,3.09,1,"10p-50p",0,2.32,0,0.17,0,0.86,0,1.85,0
"wi9vv7kplrtqaadmwi9epyzaxwrd68pv",2.63,0.61,8.51,7.89,6.3,0.77,0.81,0.66,10.09,10.09,2.24,2.24,3.23,2.23,2.54,2.54,0.66,3.09,0,"50p-£1",2.02,0.62,5.53,0.15,0,0,1,0,-2.43
"bq82xats0pfwfqhgk7rbq8jbfnlbc1fj",2.63,2.63,6.96,6.96,0.77,0.77,0.66,0.66,10.09,10.09,3.1,2.24,2.77,2.77,2.54,2.54,5.41,0.66,1,"£1-£2",0,0,0,0,0,0.86,0,0,4.75
"z9exxozn7fpfpjbbk4z9exnaz9ingcz0",2.09,0.61,7.89,4.64,6.3,0.77,0.64,0.64,9.31,3.25,2.24,2.24,2.23,2.23,2.54,2.54,0.66,0.66,0,"I would not be willing to pay extra",1.48,3.25,5.53,0,6.06,0,0,0,0
"g7dtcblnlpti36jog7dtcbldoims9f48",2.09,0.61,7.89,6.96,0.77,0.77,0.81,0.81,9.31,9.31,3.1,3.1,2.77,2.77,4.31,2,0.66,0.66,0,"I would not be willing to pay extra",1.48,0.93,0,0,0,0,0,2.31,0
"b72x4xs1op1ah311mglb72x4x5ywoo6c",2.63,2.63,8.51,8.51,2.71,2.71,0.66,0.66,10.09,3.25,2.32,2.32,3.23,2.77,3.85,3.85,5.41,0.66,1,"£1-£2",0,0,0,0,6.84,0,0.46,0,4.75
"q8io127shyj1ksrpq8ivmlju6kk8a3gn",2.09,2.09,6.96,4.64,0.77,0.77,0.81,0.81,9.31,3.25,3.1,2.24,3.23,2.23,2,2,3.09,0.66,0,"£1-£2",0,2.32,0,0,6.06,0.86,1,0,2.43
"nt2ljipm6tignqo9g5nt2ljienh2jbl3",2.09,2.09,8.51,4.64,6.3,0.77,0.81,0.81,10.09,10.09,3.85,2.24,2.23,3.23,4.31,2,3.09,3.09,1,"50p-£1",0,3.87,5.53,0,0,1.61,-1,2.31,0
"3mbox0sxu2mkcct5m20a3mbox0saop8s",2.63,2.09,6.96,6.96,0.77,0.77,0.64,0.64,3.25,3.25,3.1,2.24,2.77,2.77,2,2,3.09,3.09,1,"£1-£2",0.54,0,0,0,0,0.86,0,0,0
"zgehke48smxuzipi6zgehke52b1h6id1",2.63,0.61,8.51,8.51,6.3,0.77,0.81,0.81,10.09,3.25,2.24,2.24,2.23,2.23,2,2,5.41,3.09,1,"£1-£2",2.02,0,5.53,0,6.84,0,0,0,2.32
"rkwo4nkzvzexe5ebbcrkwo4nk08xkjk6",2.63,2.63,7.89,7.89,0.77,0.77,0.81,0.64,10.09,3.25,2.32,2.32,2.77,2.77,4.31,4.31,0.66,3.09,1,"50p-£1",0,0,0,0.17,6.84,0,0,0,-2.43
"jwlwzxrh63mwuy2g5pvtjwlwzxrhw7su",2.63,2.09,8.51,4.64,0.77,0.77,0.66,0.66,9.31,3.25,2.24,2.24,4.62,2.23,3.85,2,3.09,0.66,1,"50p-£1",0.54,3.87,0,0,6.06,0,2.39,1.85,2.43
"ga6vxvzggtyv1yga6vxe3bkcy6wj2ds5",2.63,0.61,8.51,6.96,2.71,0.77,0.66,0.64,10.09,3.25,3.85,2.32,2.77,2.77,2.54,2,3.09,3.09,1,"10p-50p",2.02,1.55,1.94,0.02,6.84,1.53,0,0.54,0
"e46t6mmfpvyviqaa2qm2e46t6m3ojue6",2.63,0.61,8.51,6.96,6.3,0.77,0.66,0.66,9.31,3.25,2.32,2.32,2.77,2.77,3.85,2,3.09,3.09,0,"50p-£1",2.02,1.55,5.53,0,6.06,0,0,1.85,0
"6zv2go65w7vs576z9udxi7s3pdmkv9ud",2.63,0.61,8.51,4.64,6.3,0.77,0.66,0.66,10.09,3.25,2.32,2.32,2.77,2.23,2.54,2,3.09,0.66,1,"£1-£2",2.02,3.87,5.53,0,6.84,0,0.54,0.54,2.43
"oyp6mi7d5rripr0rfamoyp6migqgdabp",2.09,0.61,6.96,4.64,6.3,0.77,0.81,0.81,9.31,3.25,2.24,2.24,2.77,2.77,4.31,2,3.09,3.09,0,"£1-£2",1.48,2.32,5.53,0,6.06,0,0,2.31,0
